ID_HEX|JAPONÊS|TRADUÇÃO|NOTAS
0x016B|{7f11}、{7f12}、{7f13}。{7f05}||
0x016C|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x016D|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x016E|トルネコ「これを装備できるのは{7f05}||
0x016F|トルネコ「ふむ……。 これは　特殊な銀で　こしらえた ヤリですね。 トルネコ「剣などと　くらべると 軽くできているので　ちからの 弱い人でも　あつかえるでしょう。||
0x0170|トルネコは　{7f17}を 手にとってみさだめた。||
0x0171|トルネコ「どうやら　私にも 装備できるみたいです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x0172|{7f47}　{7f05}||
0x0173|・・・。{7f05}||
0x0174|{7f11}。{7f05}||
0x0175|{7f11}、{7f12}。{7f05}||
0x0176|{7f11}、{7f12}、{7f13}。{7f05}||
0x0177|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x0178|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x0179|トルネコ「これを装備できるのは{7f05}||
0x017A|トルネコ「ちょっと遠い場所からも バシッと命中　クロスボウですな。 トルネコ「ちなみに　今のは クロスボウを売るときの 宣伝文句です。||
0x017B|トルネコは　{7f17}を 手にとってみさだめた。||
0x017C|トルネコ「……ふむふむ。 これは　私たち商人の仲間たちの 伝説の武器！ トルネコ「戦っている最中にも ばっちり　計算ができるという 大変な優れものです。 トルネコ「これは　もちろん 私が　装備できます。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x017D|トルネコは　{7f17}を 手にとってみさだめた。||
0x017E|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x017F|{7f47}　{7f05}||
0x0180|・・・。{7f05}||
0x0181|{7f11}。{7f05}||
0x0182|{7f11}、{7f12}。{7f05}||
0x0183|{7f11}、{7f12}、{7f13}。{7f05}||
0x0184|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x0185|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x0186|トルネコ「これを装備できるのは{7f05}||
0x0187|トルネコ「ふむふむ？ これは　鉄で作られた おうぎのようですね。 トルネコ「おうぎというのは 本来　風をおこすための道具。 まあ　うちわみたいなものです。 トルネコ「ですが　これは 武器として作られた　おうぎなので あおぐには　不向きですね。||
0x0188|トルネコは　{7f17}を 手にとってみさだめた。||
0x0189|トルネコ「私にも　装備できますね。 とにかく　この武器を 手ばなすべきでは　ないですぞ。||
0x018A|{7f47}　{7f05}||
0x018B|・・・。{7f05}||
0x018C|{7f11}。{7f05}||
0x018D|{7f11}、{7f12}。{7f05}||
0x018E|{7f11}、{7f12}、{7f13}。{7f05}||
0x018F|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x0190|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x0191|トルネコ「これを装備できるのは{7f05}||
0x0192|トルネコ「おおおっ！！ これは　冒険者なら誰もが夢見る はぐれメタルの剣！！ トルネコ「ただ　強いばかりでなく 割合　非力な人間でも装備できる まさに　地上最強の剣です！ トルネコ「作り方に関しては いっさい　公開されていない なぞの多い　武器でもあります。 トルネコ「じつは　材料に はぐれメタルは　使われていない という説もありますが　はたして……。||
0x0193|トルネコは　{7f17}を 手にとってみさだめた。||
0x0194|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x0195|{7f47}　{7f05}||
0x0196|・・・。{7f05}||
0x0197|{7f11}。{7f05}||
0x0198|{7f11}、{7f12}。{7f05}||
0x0199|{7f11}、{7f12}、{7f13}。{7f05}||
0x019A|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x019B|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x019C|トルネコ「これを装備できるのは{7f05}||
0x019D|トルネコ「ふむ……。 先端に　たっぷりと 毒がぬられた　鉄の武器ですね。 トルネコ「なにも持っていないと 相手を油断させて　そのすきに 敵の急所をつくことが　できます。 トルネコ「こいつが　急所に決まれば ほとんどの魔物は イチコロでしょう。||
0x019E|トルネコは　{7f17}を 手にとってみさだめた。||
0x019F|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01A0|{7f47}　{7f05}||
0x01A1|・・・。{7f05}||
0x01A2|{7f11}。{7f05}||
0x01A3|{7f11}、{7f12}。{7f05}||
0x01A4|{7f11}、{7f12}、{7f13}。{7f05}||
0x01A5|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x01A6|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x01A7|トルネコ「これを装備できるのは{7f05}||
0x01A8|トルネコ「ふむふむ……。 これは　おもしろい杖ですね。 トルネコ「この杖を使えば 魔力を　攻撃力に変えることが できるようです。 トルネコ「魔物に　呪文を 封じられたときなどに　すかさず 装備すれば　非常に便利ですよ。||
0x01A9|トルネコは　{7f17}を 手にとってみさだめた。||
0x01AA|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01AB|{7f47}　{7f05}||
0x01AC|・・・。{7f05}||
0x01AD|{7f11}。{7f05}||
0x01AE|{7f11}、{7f12}。{7f05}||
0x01AF|{7f11}、{7f12}、{7f13}。{7f05}||
0x01B0|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x01B1|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x01B2|トルネコ「これを装備できるのは{7f05}||
0x01B3|トルネコ「おおっ！ これは　世に名高い いかずちの杖ですね。 トルネコ「戦いのときに 道具として使ってこそ　この武器は 真のチカラを発揮するでしょう。||
0x01B4|トルネコは　{7f17}を 手にとってみさだめた。||
0x01B5|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01B6|{7f47}　{7f05}||
0x01B7|・・・。{7f05}||
0x01B8|{7f11}。{7f05}||
0x01B9|{7f11}、{7f12}。{7f05}||
0x01BA|{7f11}、{7f12}、{7f13}。{7f05}||
0x01BB|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x01BC|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x01BD|トルネコ「これを装備できるのは{7f05}||
0x01BE|トルネコ「ぬおっ！ お…重たい……。 トルネコ「いや…　これは 非常に見事なものです。 ですが…… トルネコ「これほど重い武器を 敵に命中させるのは 至難の技ですな。||
0x01BF|トルネコは　{7f17}を 手にとってみさだめた。||
0x01C0|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01C1|{7f47}　{7f05}||
0x01C2|・・・。{7f05}||
0x01C3|{7f11}。{7f05}||
0x01C4|{7f11}、{7f12}。{7f05}||
0x01C5|{7f11}、{7f12}、{7f13}。{7f05}||
0x01C6|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x01C7|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x01C8|トルネコ「これを装備できるのは{7f05}||
0x01C9|トルネコ「おお……。 なんと美しい剣でしょうか。 思わず　見とれてしまいますね。 トルネコ「しかし…… 美しさと同じくらいの　あやしさを この剣は　持っています。||
0x01CA|トルネコは　{7f17}を 手にとってみさだめた。||
0x01CB|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01CC|{7f47}　{7f05}||
0x01CD|・・・。{7f05}||
0x01CE|{7f11}。{7f05}||
0x01CF|{7f11}、{7f12}。{7f05}||
0x01D0|{7f11}、{7f12}、{7f13}。{7f05}||
0x01D1|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x01D2|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x01D3|トルネコ「これを装備できるのは{7f05}||
0x01D4|トルネコ「ふむふむ……。 これは　すばらしい剣ですね。 トルネコ「どんな敵に対しても それなりの攻撃力を 発揮しますが…… トルネコ「ドラゴン系の敵に対して 特に　効果がありそうです。||
0x01D5|トルネコは　{7f17}を 手にとってみさだめた。||
0x01D6|トルネコ「わ…私ですか！？ 私に　ピアスが似合うわけ ないじゃないですかっ！！ トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01D7|{7f47}　{7f05}||
0x01D8|・・・。{7f05}||
0x01D9|{7f11}。{7f05}||
0x01DA|{7f11}、{7f12}。{7f05}||
0x01DB|{7f11}、{7f12}、{7f13}。{7f05}||
0x01DC|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x01DD|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x01DE|トルネコ「これを装備できるのは{7f05}||
0x01DF|トルネコ「ふむ。ちょっと見ると アクセサリーのようですが これも　武器のひとつですよ。 トルネコ「両手に　ひとつずつ持ち 一度の攻撃で　相手に ２回　ダメージをあたえられます。 トルネコ「やはり　ピアスですから 女性が　装備するべきでしょう。||
0x01E0|トルネコは　{7f17}を 手にとってみさだめた。||
0x01E1|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01E2|{7f47}　{7f05}||
0x01E3|・・・。{7f05}||
0x01E4|{7f11}。{7f05}||
0x01E5|{7f11}、{7f12}。{7f05}||
0x01E6|{7f11}、{7f12}、{7f13}。{7f05}||
0x01E7|{7f11}、{7f12}、{7f13}、{7f14}。{7f05}||
0x01E8|{7f11}、{7f12}、{7f13}、{7f14}、{7f05}||
0x01E9|トルネコ「これを装備できるのは{7f05}||
0x01EA|トルネコ「ふむ……。 これは　なかなかの杖ですよ。 トルネコ「戦いのときに 道具として使うと　特殊な効果が ありそうです。||
0x01EB|トルネコは　{7f17}を 手にとってみさだめた。||
0x01EC|トルネコ「どうやら　私には 装備できないようです。 トルネコ「もし店屋に売れば <GOLD>ゴールドに なるでしょうな。||
0x01ED|{7f47}　{7f05}||
0x01EE|・・・。{7f05}||
